term,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper
地区_莆田市,0.483108340023473,0.014695894395283848,32.873694314141936,3.3072429542985446e-212,0.4542970177502975,0.5119196622966485
地区_菏泽市,-0.2443302939914696,1.0356848195627244e-12,-235911823149.6606,0.0,-0.24433029399350006,-0.24433029398943915
地区_萍乡市,0.3017584409728089,0.016328771550216115,18.48016796883995,1.656373917285496e-73,0.2697458606694752,0.3337710212761426
地区_营口市,0.5366079545145732,0.01469589439508992,36.51414062242177,2.515435896563778e-255,0.507796632241778,0.5654192767873685
地区_葫芦岛市,-0.07638622732661494,1.1295628067991163e-12,-67624594990.93584,0.0,-0.07638622732882945,-0.07638622732440044
地区_蚌埠市,0.09733194463496846,1.5407927114145372e-12,63170044817.78219,0.0,0.09733194463194773,0.09733194463798918
地区_衡水市,-0.0754920174088514,1.043263920897702e-12,-72361380372.37256,0.0,-0.07549201741089673,-0.07549201740680608
地区_衡阳市,0.05061632044244489,1.204880780430103e-12,42009401481.51133,0.0,0.05061632044008272,0.050616320444807066
地区_衢州市,0.456318967483144,1.0377279718766346e-12,439728888350.12665,0.0,0.4563189674811095,0.4563189674851785
地区_襄阳市,0.4472815447817222,0.014695894395312964,30.435816477041097,7.182654239733494e-185,0.41847022250848964,0.4760928670549548
地区_西宁市,0.3245026083559002,1.0615504954418175e-12,305687397584.2686,0.0,0.32450260835381906,0.3245026083579814
地区_西安市,0.6577406490557224,1.1997837357533876e-12,548216007147.90753,0.0,0.6577406490533702,0.6577406490580746
地区_许昌市,0.42719334898116834,0.014695894395204509,29.06889077268873,3.8409173637133155e-170,0.3983820267081484,0.4560046712541883
地区_贵港市,-0.49436862144978555,0.014695894395207413,-33.63991385315124,4.591225068223184e-221,-0.5231799437228112,-0.4655572991767599
地区_贵阳市,0.48809908601662855,0.014695894395300864,33.213295692482816,4.06174694124062e-216,0.45928776374341973,0.5169104082898374
地区_贺州市,-0.25434847438968605,1.1892525372406446e-12,-213872551392.52124,0.0,-0.2543484743920176,-0.25434847438735453
地区_资阳市,-0.15239788504145588,1.135914421655868e-12,-134163174739.25488,0.0,-0.15239788504368285,-0.1523978850392289
地区_赣州市,-0.3077519921687746,1.2816179222282783e-12,-240127722023.1933,0.0,-0.3077519921712872,-0.307751992166262
地区_赤峰市,0.12069287019672202,1.0637382731504458e-12,113461058272.60413,0.0,0.12069287019463656,0.12069287019880748
地区_辽源市,0.3455791026302979,0.016328771550215927,21.163815144791347,9.078692799991163e-95,0.3135665223269646,0.3775916829336312
